ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,DEP_HOUR,total_flights,delay_rate
10397,10431,9,5,100.0
10397,10431,10,16,6.25
10397,10431,11,11,9.090909090909092
10397,10431,12,17,5.88235294117647
10397,10431,13,3,66.66666666666666
10397,10431,14,30,13.333333333333334
10397,10431,16,27,14.814814814814813
10397,10431,17,9,33.33333333333333
10397,10431,18,23,21.73913043478261
10397,10431,19,1,100.0
10397,10431,20,12,16.666666666666664
10397,10431,22,29,3.4482758620689653
10397,10431,23,1,100.0
10397,10529,0,1,100.0
10397,10529,7,4,0.0
10397,10529,8,26,0.0
10397,10529,9,6,0.0
10397,10529,10,1,0.0
10397,10529,11,26,0.0
10397,10529,12,3,0.0
10397,10529,13,18,0.0
10397,10529,14,9,22.22222222222222
10397,10529,15,27,7.4074074074074066
10397,10529,16,4,100.0
10397,10529,17,3,0.0
10397,10529,18,27,3.7037037037037033
10397,10529,19,7,0.0
10397,10529,20,13,15.384615384615385
10397,10529,21,20,0.0
10397,10529,22,1,100.0
10397,10581,9,2,0.0
10397,10581,10,2,50.0
10397,10599,7,1,100.0
10397,10599,8,29,0.0
10397,10599,9,19,5.263157894736842
10397,10599,10,3,0.0
10397,10599,11,9,0.0
10397,10599,12,21,0.0
10397,10599,13,17,5.88235294117647
10397,10599,14,13,23.076923076923077
10397,10599,15,19,5.263157894736842
10397,10599,16,30,6.666666666666667
10397,10599,17,1,100.0
10397,10599,18,27,11.11111111111111
10397,10599,19,2,100.0
10397,10599,20,27,7.4074074074074066
10397,10599,21,11,9.090909090909092
10397,10599,22,29,6.896551724137931
10397,10599,23,2,50.0
10397,10685,14,10,10.0
10397,10685,21,9,0.0
10397,10693,7,4,0.0
10397,10693,8,30,6.666666666666667
10397,10693,9,35,2.857142857142857
10397,10693,10,3,66.66666666666666
10397,10693,11,40,5.0
10397,10693,12,14,21.428571428571427
10397,10693,13,29,6.896551724137931
10397,10693,14,13,23.076923076923077
10397,10693,15,27,11.11111111111111
10397,10693,16,19,5.263157894736842
10397,10693,17,3,33.33333333333333
10397,10693,18,27,14.814814814814813
10397,10693,19,23,8.695652173913043
10397,10693,20,21,19.047619047619047
10397,10693,21,25,16.0
10397,10693,22,26,3.8461538461538463
10397,10693,23,4,100.0
10397,10713,9,2,0.0
10397,10713,10,28,0.0
10397,10713,19,4,25.0
10397,10713,20,5,60.0
10397,10721,0,1,100.0
10397,10721,4,2,0.0
10397,10721,5,3,0.0
10397,10721,6,31,3.225806451612903
10397,10721,7,32,18.75
10397,10721,8,29,6.896551724137931
10397,10721,9,24,8.333333333333332
10397,10721,10,6,83.33333333333334
10397,10721,11,24,8.333333333333332
10397,10721,12,25,16.0
10397,10721,13,34,58.82352941176471
10397,10721,14,28,53.57142857142857
10397,10721,15,26,46.15384615384615
10397,10721,16,13,69.23076923076923
10397,10721,17,17,47.05882352941176
10397,10721,18,27,48.148148148148145
10397,10721,19,10,100.0
10397,10721,20,30,20.0
10397,10721,21,3,100.0
